"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011"
25800,8224,8382,12672,4840,1003,4906,13258,10524,13964,3071,1516
25801,19219,1193,17437,232,5202,8187,19618,6132,16000,17108,16040
25802,15846,15473,18024,16469,8279,1439,11118,15900,10711,11769,18779
25803,7463,6335,13358,4430,12650,7040,1233,8112,7918,8190,14759
25804,19206,17907,9315,10887,12713,15786,19300,10604,5997,15434,7439
25805,13871,11517,5217,10813,2349,6612,11384,3092,8604,15485,787
25806,2636,7022,12888,19555,13533,5150,18259,6365,9206,17977,6505
25807,5572,6935,19910,749,18270,6204,1833,17967,208,9779,1945
25808,16890,10427,15603,15451,18979,18506,11826,11922,11733,176,7506
25809,8653,11213,11225,18035,12843,6873,12776,19004,11832,18805,10174
25810,10562,730,11430,15656,4369,17063,19444,10014,1062,10784,1666
25811,12096,9621,11661,11028,6955,2001,11362,1162,6247,8741,7921
25812,9865,17003,10554,9063,17121,7304,15587,2709,9508,6774,797
25813,16368,13822,12713,18188,18745,5783,6151,18256,12133,2658,8451
25814,17277,13768,4020,15188,8413,12276,19751,6474,13467,1094,1649
25815,12830,1100,15671,1052,9121,12905,1343,7932,3049,11587,13275
25816,13905,5455,9144,7440,18989,8371,19954,8568,16353,14845,6320
25817,4785,1592,16634,8665,3903,14120,19536,6831,3172,17133,18765
25818,4852,5525,14843,10892,4050,19085,16839,873,8619,10977,2758
25819,15855,10337,18905,13952,6727,18499,13946,784,16304,18283,18549
25820,8942,16963,14105,13492,2488,5406,2421,14411,19811,3384,11323
25821,6114,19252,17205,3660,7368,2115,4948,7574,2397,18346,15354
25822,2794,1703,12330,3918,12682,5150,7635,2435,8576,3960,2371
25823,1863,4241,8862,16254,6159,11045,12046,18218,8039,19449,10289
25824,14259,1488,12349,12337,9237,4140,3954,11588,18136,12583,17112
25825,16166,6353,4187,7115,18426,3499,9833,2126,19137,12468,2472
25826,7116,11379,5351,10474,10254,864,683,17301,4129,10868,4061
25827,19116,5031,5548,2977,19718,1237,18026,12997,6637,13522,1932
25828,3788,8425,16991,9203,12269,19774,18192,11787,4969,12973,18976
25829,19665,5207,15400,8940,1493,6170,2179,2595,6033,19221,11695
25830,9307,15454,18436,5215,12793,3789,6801,7042,16135,7289,2212
25831,5357,1614,19075,4492,13987,10042,19302,19444,3168,8742,16338
25832,11436,10382,4764,6414,263,2783,4411,8279,6228,3433,1113
25833,9648,15855,17615,18675,15953,18872,8087,5519,3108,12783,14018
25834,9043,16342,4027,18142,1713,4005,18782,1886,13482,19029,3533
25835,7391,14644,5827,19057,9689,10323,14533,17782,15502,9140,4780
25836,11990,10598,4553,6862,14509,1104,8056,16813,6391,15540,15585
25837,18074,15622,1173,6045,6490,17668,12041,19887,3095,1169,4977
25838,4277,5755,4325,16439,8424,14915,14245,19752,16182,16888,14326
25839,19870,1457,10364,17594,14327,1400,2466,7146,19421,13085,7132
25840,15141,3708,9204,11621,6979,2185,9272,7286,7230,16066,12667
25841,17786,8608,2194,19428,7086,14844,6767,5410,2115,13719,12942
25842,9388,9842,16326,18817,216,11554,16959,5841,1548,3855,7498
25843,5704,11709,10258,3219,13602,12084,16231,10866,4615,19994,2736
25844,8605,19498,9699,17655,10548,10830,3808,18305,9011,18257,1823
25845,3532,5511,16044,12767,8704,10227,4429,18480,452,6086,13321
25846,15356,17603,2072,19922,7702,311,12943,6694,4551,307,7947
25847,4302,15984,11800,11222,8887,18274,5199,19589,7462,983,2607
25848,1993,11881,1669,6991,12352,14848,19303,236,9419,19601,11678
25849,2154,11305,16403,11683,12229,11803,14183,17862,15470,17437,1856
25850,5231,18485,5497,17547,8364,11061,11950,3212,8937,2450,2746
25851,18387,19372,11297,3729,19102,1717,11850,4786,9649,10707,19994
25852,19384,11542,3644,19261,10351,645,1549,183,8232,10125,2746
25853,15585,14996,18408,16669,9869,4637,11542,3258,516,19418,5682
25854,10354,9867,5393,2262,17008,19311,19123,2233,19397,13049,6916
25855,2038,15538,2799,17702,12068,1373,15715,12424,5396,12541,15742
25856,3534,4298,7920,9703,18017,12100,167,12944,1113,3780,8613
25857,18660,1420,5404,2365,4728,4555,5095,144,1172,10443,16604
25858,1956,18381,2700,7799,10706,1301,19957,17295,15436,7319,8788
25859,401,1355,2307,6271,15856,13680,10817,13790,7623,7564,15313
25860,15817,10429,3325,15111,17952,6038,14948,16747,6639,7006,5578
25861,13834,15324,17247,1171,4990,11141,14218,11303,14787,15996,14029
25862,15018,5087,17669,1351,8914,19580,7040,18860,1316,16976,14948
25863,12717,15626,18620,14152,1221,137,2908,5507,8054,14361,13186
25864,17287,10872,3166,14035,5075,13414,2442,2424,9448,15778,11665
25865,1680,18219,10302,7247,8121,7020,18052,14802,2008,11388,7530
25866,7400,18959,3249,16151,12178,962,8304,13451,14028,15461,6580
25867,19169,5037,14827,4116,11948,17560,17631,5182,18107,2333,3597
25868,6747,2276,9354,9622,5431,7820,18751,6092,5700,4393,10911
25869,7294,8733,17916,17785,16462,6005,3019,1695,17612,15659,2315
25870,16665,4243,6855,15763,10873,14555,7310,13647,402,7760,2899
25871,3799,10112,18808,18849,1593,5442,11196,12907,839,13305,9978
25872,7852,6969,4421,4842,1153,8461,18184,5768,15431,2958,6885
25873,143,14225,5447,9227,8885,8929,14308,14943,3507,15856,8148
25874,13157,10832,16837,18939,17776,16518,890,19235,6978,7531,3371
25875,5913,16347,19480,11270,5375,7880,12522,15344,1505,12906,18097
25876,5954,14849,5338,598,6812,14430,5161,14499,15553,2583,3360
25877,13521,14902,12919,6568,10662,12759,18907,19876,19300,6592,13465
25878,3190,10942,12398,14439,8287,8244,10926,15628,2840,18614,16229
25879,5787,3652,4010,3182,19653,5516,8250,12307,17864,19904,19645
25880,16156,3688,5426,17081,2523,12964,10102,4990,10792,17552,13422
25881,1864,15630,12977,8993,8317,15721,5889,9889,9535,4422,3122
25882,2618,16987,16934,4222,688,11722,11986,17080,18087,9530,12252
25883,16832,9613,5060,7401,12682,19398,6721,17107,4991,5947,3979
25884,15560,17182,10461,18519,598,7512,8400,18324,8544,4726,2718
25885,6686,10680,16658,4808,3891,7532,6710,3962,10635,4472,15864
25886,17200,16046,16664,1881,12943,9956,7010,12442,8241,9162,1111
25887,7328,9743,11508,1421,4467,1342,7448,14419,17523,18473,6551
25888,10962,19996,2583,16472,13485,11074,11692,7618,11962,523,692
25889,13164,18846,18218,3301,15239,7150,459,18547,17407,7916,7583
25890,2969,6698,9974,13202,10008,9690,16241,10986,14533,4490,17407
25891,921,14981,298,12853,2196,7922,922,4545,12276,1735,615
25892,11063,5154,3550,4141,15544,17432,5089,13333,16082,8453,6271
25893,14344,5969,9400,19654,9644,16445,9918,1396,13085,17800,11295
25894,11652,3476,949,16270,14439,12156,12401,9130,7974,19554,9752
25895,7707,14966,13147,17055,14014,6109,412,15047,16500,7561,1610
25896,979,19312,14040,12694,4594,16160,8494,17176,16932,1482,13246
25897,16202,1598,15648,7426,146,8616,14941,933,5849,2373,10680
25898,18932,3510,6533,18654,5830,17998,3937,4739,18928,13133,17871
25899,7981,16648,5008,18040,6707,730,16639,3589,17693,12741,8604
25900,15128,3278,7044,4082,16710,4345,1247,12530,19245,4855,1166
25901,4672,555,15026,5608,18467,15723,12099,1853,18551,10667,11208
25902,7383,19167,868,18318,18698,7432,16082,2183,9666,854,16850
25903,15993,6832,5574,4220,119,11283,11119,5232,15673,11847,4114
25904,13256,9363,11232,16845,7723,9432,12923,10017,7015,13188,16710
25905,4446,13575,5059,17493,2961,14584,19346,17680,2418,3813,18166
25906,4728,6541,1797,18241,2638,6384,515,1536,8806,541,8180
25907,16376,14058,13239,12764,16503,14584,18543,12414,16595,6660,5210
25908,7556,5894,1609,12028,11571,17048,12744,18714,16666,6886,1497
25909,5032,3949,17910,1061,1044,14165,16669,4904,18161,14700,17905
25910,19812,5376,17445,2354,12413,14176,9167,4170,5688,13518,11767
25911,19054,11522,4562,4393,13282,10609,1763,15626,12112,11093,10519
25912,6186,15174,5929,5211,18535,3602,455,16478,8082,18918,6379
25913,19935,16622,6990,6823,18186,9462,5287,19571,7197,2139,15282
25914,14482,10221,9224,11474,16385,4854,4947,18569,11050,4031,7206
25915,11119,19721,16539,5369,9422,3715,8933,15648,10903,5275,11469
25916,1435,10853,9409,8024,7960,6722,16110,11692,6805,9129,5910
25917,17739,16994,844,14190,13241,773,1539,15778,3383,4958,615
25918,263,17368,14378,5460,16653,18959,11455,9749,10437,3664,1302
25919,14294,4883,6414,2370,18980,785,13185,15458,3637,18519,9614
25920,8379,12393,16101,2903,16833,18535,290,5581,14452,12364,8032
25921,4429,9054,15941,16099,15223,11806,8190,5418,19876,3553,7258
25922,3292,14333,2794,13496,3250,2519,16040,18971,11838,16141,16419
25923,7881,9306,2745,17927,9025,13828,15771,214,14605,18272,10492
25924,3487,9851,7928,15456,5964,13633,19760,17005,17584,17200,6178
25925,11658,112,1427,11492,1586,3206,18809,4513,3165,17515,15206
25926,6429,19964,7667,13825,9998,5873,12529,1721,4281,16534,17997
25927,12896,12420,7604,365,17321,18029,5676,14451,19265,1769,14134
25928,9038,4041,13214,18620,19317,18978,18263,9702,12269,8089,7443
25929,5245,12743,17400,6907,7941,10579,2695,11416,1768,10895,14927
25930,16844,8424,6118,7726,13135,16799,3934,7591,4749,6643,11682
25931,16458,13048,9098,15441,3032,14608,7191,9905,18529,5320,14733
25932,3981,20000,6677,14333,3033,15993,8673,17425,3899,12573,17673
25933,16697,12798,14557,15675,13957,7034,8965,3425,1949,15950,416
25934,19651,13941,3988,12800,369,6874,3275,13675,11895,5504,7070
25935,13964,2610,3961,9237,10693,2107,16076,3920,9877,11935,8614
25936,6854,5955,7625,17894,9552,13119,11120,12736,8959,14908,9661
25937,12821,3807,8214,11726,11677,10472,2350,19894,3154,19185,9469
25938,9234,7577,10074,15881,8899,2765,14903,16626,7714,1457,13393
25939,16097,13105,14917,12118,16954,5634,3591,5159,11961,7983,19431
25940,14708,14786,619,6529,5621,14971,18199,9754,15035,18700,16886
25941,16328,17958,13991,17994,15746,5678,14632,18210,7810,10570,11117
25942,4003,3700,9047,11332,2416,6848,307,3480,5173,11327,10760
25943,5058,7530,12628,2869,18549,11045,13347,10181,17883,1895,1778
25944,16275,2579,16715,16708,13253,10085,8718,640,15440,4754,4247
25945,8846,8784,11876,2410,4615,14500,13692,14422,10017,14571,4051
25946,19633,4936,15315,1484,5645,2363,16735,5920,16615,7574,19387
25947,16579,906,2453,17860,18676,1674,19520,5997,8035,8697,1419
25948,11839,863,13031,1176,6175,5318,13371,5599,332,19935,7988
25949,17447,12343,17729,10526,12412,1892,18899,17908,5465,747,3936
25950,10735,2591,8284,2857,13382,4328,11786,3391,4521,1117,5576
25951,1094,19952,11100,15493,11409,4556,14719,5172,9681,13434,19924
25952,15511,12448,18974,3683,4044,5381,12565,4069,18283,10770,16192
25953,17690,15214,9706,9818,19290,10214,2503,10368,14960,10644,14321
25954,10778,13061,3583,1432,14420,11400,12210,12485,15988,1762,9053
25955,7863,17825,1405,10701,8019,2857,11532,18038,13877,9016,7545
25956,10892,12741,2963,7741,1596,3666,16874,16905,15956,3278,10455
25957,19906,13506,1427,2739,18561,17255,12610,15550,11078,13861,10235
25958,16125,17717,9555,5908,8451,6131,12193,15016,12677,13816,5345
25959,16734,15522,3724,19976,13005,2878,6780,9077,16195,283,16081
25960,4212,1064,14240,11966,15336,7070,16916,16633,10088,18503,11127
25961,13204,16013,11543,15735,19055,5793,5715,6282,12618,9286,953
25962,4685,7921,748,14605,8283,12055,16777,17916,12506,10610,14221
25963,17107,6146,19680,9336,2842,11919,12505,13739,4367,15021,15012
25964,9691,6209,2961,9733,361,4241,4476,17063,3582,15848,10162
25965,7160,7987,6168,18608,6394,3171,18890,4326,13822,17834,3426
25966,3336,14656,18317,13750,13755,10826,3398,18237,3146,4837,17709
25967,17843,8304,16560,6254,15631,16101,7571,13350,4586,17344,8821
25968,2524,7929,8244,3220,13938,12570,12972,2343,12982,319,9306
25969,19169,10529,4577,18236,15662,6927,10275,10773,14430,9030,19584
25970,1167,4700,6070,4013,17637,3010,17965,3513,11062,535,15629
25971,7091,8442,4164,12389,15797,3021,10449,14675,10830,3634,12752
25972,13886,164,17723,15287,7546,9289,16633,2823,14762,7987,11367
25973,4520,9110,6898,19336,9730,15757,9925,7284,17610,6034,9092
25974,9808,16420,5678,7301,8462,1514,16131,13115,4574,14915,1635
25975,11176,18903,13397,14457,4875,3112,13290,10867,16855,3034,14895
25976,15591,6960,5973,3377,6227,3589,8826,13718,2451,6908,3836
25977,2232,17064,10089,3733,18300,9978,17439,17355,1408,588,16835
25978,9220,8927,8483,9111,1398,681,17778,9160,16400,5596,7909
25979,17233,1842,13380,542,19887,17215,18470,7937,14116,17394,15143
25980,18573,9369,12070,4289,1842,4001,7047,1329,6313,7570,1307
25981,7559,7436,5998,17002,2685,12214,19086,8960,10265,5593,3791
25982,8996,3750,1301,9572,6344,18357,17732,839,5899,10852,17094
25983,3001,5241,14837,15918,12811,11998,5883,17176,18929,12912,17121
25984,5895,19263,17803,7089,10715,13089,4207,8836,7222,12061,17718
25985,3092,18449,14277,1540,12630,13287,4486,13566,10976,10688,12010
25986,19949,330,18326,15362,9828,4982,14781,18377,4704,5354,4826
25987,14944,6449,18328,2346,6348,15009,11802,14421,15712,8440,2821
25988,8833,12548,4850,5232,1400,3173,1132,1710,6413,19388,8065
25989,5556,6249,12211,8818,1967,10723,15850,16865,1979,12019,5257
25990,9916,2100,9109,15339,1654,15453,4656,7367,1479,14458,13736
25991,554,13335,13627,18004,19851,9169,15218,16343,7872,15938,13881
25992,6154,9423,2023,13050,12781,19300,9651,2798,12301,10718,13381
25993,10834,9487,19717,7826,12122,7833,11495,1058,5459,19328,19569
25994,552,3875,4397,7454,16128,11585,5884,12955,11713,8830,3115
25995,1099,3581,7938,9182,3379,16642,1540,7931,3654,16950,5353
25996,9456,19164,3986,14123,15316,10402,1441,11575,12880,10988,19392
25997,4294,13142,722,877,5052,15429,5272,9056,17023,14862,8913
25998,10077,7916,4289,10223,8514,11878,12260,2557,8379,9885,14358
25999,17731,10781,12736,18102,10051,432,5437,332,19499,16206,4346
26000,7047,13009,13325,8244,16693,17693,18633,19728,17854,6847,19029
26001,19905,17888,7956,15384,11762,4091,18470,18952,10733,5157,2377
26002,10013,15342,11095,7891,1235,19637,15990,11924,12483,14183,16899
26003,3671,1682,10772,18792,2753,18352,825,2984,722,7667,9561
26004,7183,2405,2910,12326,6540,18879,16301,12094,19940,16003,16804
26005,18836,18465,12303,774,9902,13749,5333,11260,3317,202,13538
26006,12510,1620,2254,7894,674,8309,9716,18292,4103,7888,8754
26007,10963,7667,19435,6018,6463,9933,10655,15112,10498,2693,19938
26008,6223,1574,13068,7857,19204,7202,18367,3855,18968,16583,7536
26009,10773,2666,11079,15245,18868,6571,12638,5592,18920,17587,5270
26010,450,3358,1645,1461,8115,2486,3374,11223,12405,13590,17646
26011,11195,17442,13355,17394,11239,11899,19158,1428,10695,7346,10386
26012,19990,11346,11857,13592,18928,2565,12343,5380,532,5050,8978
26013,598,15841,8647,4018,15738,4947,3575,13368,13133,3820,6420
26014,6486,7438,11736,3577,14186,15440,6731,13070,2687,2527,2732
26015,15553,8487,9275,5059,14658,14518,18719,15532,845,6299,3365
26016,1992,6812,9348,8793,15111,18716,5247,8348,14937,7662,4961
26017,5740,3364,9237,17458,19430,13940,18374,2232,14245,8248,16854
26018,15900,9282,9234,6348,15675,8824,17058,312,6960,11875,7243
26019,3218,7149,10418,1456,14411,8991,15776,599,5873,19533,15453
26020,14548,7587,12722,10691,3790,5782,8078,5839,5333,16025,18425
26021,5379,8848,1770,18092,10378,16575,3626,15636,3579,18142,8670
26022,13631,6594,19547,1608,19942,19570,1968,5035,11799,9140,17252
26023,5598,320,17431,6469,2968,13695,17111,15331,4541,19756,375
26024,6396,18877,6452,4873,19712,4218,19057,8666,15761,15951,5530
26025,7001,17984,5481,12160,11257,13222,3027,10083,16387,12739,5905
26026,9257,15286,8878,8339,8085,16945,10713,9205,14263,13896,10192
26027,2751,6632,6503,4686,16135,3705,8427,15388,849,3540,9589
26028,123,8790,1709,3776,17701,17179,3625,11641,14697,13628,2814
26029,19114,15322,1337,11070,3300,408,14360,6201,2423,14799,5004
26030,9820,15120,14673,14786,6399,14999,8002,19136,5970,7835,9469
26031,18121,7578,2068,18284,7067,2767,17975,10583,4995,3401,9944
26032,4881,5978,7330,17278,19254,7697,422,14197,17884,17626,10428
26033,14728,18745,2742,9747,12336,3855,19134,2211,4548,10366,5085
26034,15086,4847,14491,6265,5883,15598,9877,5036,1546,5256,7265
26035,6619,10750,17223,5272,14397,10379,4569,11819,4159,13040,4295
26036,4475,5962,10384,18581,5837,17453,12355,7763,17627,17864,1054
26037,5460,14584,14004,14002,11952,7332,19906,9999,16745,7678,8373
26038,855,5702,4213,2413,18626,14482,1549,5816,5437,8524,6041
26039,14712,15574,5314,1544,10821,9488,15159,4430,11003,2994,1175
26040,7213,14078,218,17005,6800,394,8066,3907,13427,4818,14150
26041,2895,1025,13147,15015,1386,2262,10218,9692,6322,16908,3217
26042,9816,622,13536,14757,1003,3057,12349,6192,5543,6241,15855
26043,18144,4249,9116,209,3891,9172,15890,13483,13174,19418,8993
26044,19611,13673,2600,9144,5922,13674,15879,9273,11162,4473,12562
26045,18824,9258,13351,4942,5330,1393,3623,305,1196,5072,2936
26046,472,7975,18974,7248,8835,371,1985,748,17178,18787,1834
26047,13538,13293,18087,5703,19761,12397,1708,6700,3436,5483,13714
26048,11512,15629,1759,15280,8841,13130,1336,18589,3995,16715,16320
26049,18585,6950,3008,4671,19582,19946,17937,19978,17049,18107,18977
26050,16026,14067,13966,12750,14378,4325,12515,13785,13352,11709,18252
26051,8323,6229,9279,15946,9477,12325,10880,2446,18136,15578,3501
26052,7288,1210,9128,446,14317,16360,10299,7416,8344,7749,12839
26053,3495,4371,7452,10053,2574,12303,17884,4182,5299,5096,16928
26054,1526,8193,334,11663,17652,2467,8278,7249,973,19227,17706
26055,11268,511,7267,6812,12190,17130,8330,10766,972,11975,10919
26056,12175,8094,18389,18015,13881,12071,2837,5770,15580,17908,11035
26057,9965,8626,5556,336,16079,18828,260,19793,18744,8926,19199
26058,19756,9643,12275,1126,9810,15459,10535,8276,12328,16423,16188
26059,16056,985,2046,8807,13575,13522,15233,1593,6654,14203,9360
26060,8499,499,8049,12117,12538,15926,10053,12338,18797,19408,13286
26061,2878,6340,18481,19878,7460,18201,13087,12057,4491,2722,14209
26062,979,6420,17869,15166,13529,10267,869,5583,13433,2714,18775
26063,2575,3227,11634,14300,4521,10839,8088,14785,4399,7658,181
26064,19000,6042,17738,6157,7160,14929,15227,2615,15778,8147,19335
26065,14244,17134,19894,14609,13309,11282,12226,18386,15338,4732,3944
26066,1017,1676,12431,12483,883,18639,3777,12810,4224,13779,1949
26067,11065,8154,114,9821,13868,8577,821,7549,18485,3388,16732
26068,14866,15293,15180,16777,4811,2096,9874,19998,4420,18185,17625
26069,13200,8094,3615,15662,12333,2900,16635,11387,16202,13038,12456
26070,7744,19741,12866,7656,9476,7395,14232,11977,10658,1823,5977
26071,15920,16726,3871,17402,3050,5695,4086,12760,4715,16963,7217
26072,2261,6250,17632,4819,19115,6643,8933,18395,16052,13276,1682
26073,19019,19101,15516,6115,10943,6574,2198,7193,18518,1980,4498
26074,5139,18455,11975,3892,13347,10808,1016,4240,2440,4005,4379
26075,787,2024,9936,11271,15537,5679,10213,16165,17335,3546,18509
26076,12832,16777,3364,15057,592,13499,11014,10929,719,4621,12392
26077,1180,6817,7698,1957,4298,8159,6590,4616,11994,5407,3951
26078,1157,12737,15462,8265,3390,17156,6605,9586,5423,9349,11792
26079,2263,19101,1565,5065,10500,10715,15806,19618,6200,11664,14208
26080,4557,549,4756,18962,16679,3526,1432,4585,13374,3463,5916
26081,10482,10413,4420,4029,7398,14801,12671,5160,7956,7273,15793
26082,890,15119,5395,7759,16205,19142,7662,3726,1505,2570,13779
26083,4586,13402,4526,15641,13141,17534,6203,5729,890,849,17823
26084,1334,16647,9950,17857,4047,16786,7816,5540,6526,17204,870
26085,8288,12557,16873,11915,18193,643,12036,13725,13881,11418,2013
26086,6806,10661,15266,12301,16955,4753,12306,6244,17702,4355,1792
26087,16840,9738,3301,10615,107,10294,3736,15215,6668,18717,18495
26088,3769,4833,1544,2921,12116,9647,7838,8107,19248,14643,12889
26089,3685,19996,15347,5831,5460,4572,12000,12057,17843,11246,19222
26090,10064,14948,3003,5217,3579,8226,262,16958,16319,9325,17965
26091,18995,4634,8681,17946,11614,11488,16587,6504,7969,18374,18757
26092,9917,12187,1455,9308,19028,12789,15743,5006,168,16786,5377
26093,15859,10330,3113,14172,8517,15370,14788,1049,5829,18304,2476
26094,19270,15187,4895,9756,11885,17659,16382,11458,242,8878,1482
26095,1471,17332,1309,14059,12973,11918,6730,19566,9927,1677,16529
26096,6549,11674,11224,11736,7598,19860,13416,17627,11152,10620,6607
26097,4996,8025,1596,5674,12593,16266,13689,2578,18333,10867,18596
26098,2401,15242,4853,19587,3141,2550,10286,9143,7214,5798,6891
26099,4921,8687,12670,9795,6224,6003,13613,12035,3661,8588,13711
26100,15476,18816,5271,10250,682,17227,11892,1958,10030,8563,16875
26101,6512,9660,14207,18028,10059,8906,14493,9359,4144,8454,14370
26102,18149,18578,15653,10238,3867,14248,14393,16553,14625,16526,8276
26103,2630,19971,3044,13087,19001,17023,3569,1500,5518,7147,19463
26104,4147,2027,12274,5548,6250,10628,17861,5860,640,18574,18850
26105,6825,14179,12028,9192,19902,7528,18938,11076,526,17354,1689
26106,11339,6013,5031,16134,285,9758,17767,19928,4094,7311,3242
26107,403,16388,8400,7048,9626,5797,17061,1657,15759,1807,8744
26108,17456,2410,16681,18827,13539,8562,14433,13633,1557,3024,19822
26109,13852,5892,15951,15421,9941,14300,18038,2232,5371,12018,6685
26110,14186,5301,14003,9363,16514,9909,4563,1462,8374,19223,10673
26111,1973,268,6510,5513,1441,15430,8100,10402,7658,6075,761
26112,19411,4676,11528,15330,8175,17668,9762,916,2275,1173,13260
26113,14235,5480,11600,3251,906,16786,6058,4037,4325,6853,11578
26114,17912,13156,7569,16158,11628,4366,13952,11960,3492,10292,7365
26115,1886,1917,16551,11217,12950,9115,2804,15815,486,9845,576
26116,2142,5668,516,2261,14740,13348,12230,9084,3494,4194,4209
26117,18589,11191,15670,1053,917,4699,2008,11568,6807,5659,3271
26118,13720,16138,16141,903,5777,14031,11242,12710,2221,1507,17574
26119,15952,15995,18927,11099,7552,18512,17314,1790,5552,11530,3548
26120,2620,11683,9619,5604,9191,15611,1371,1869,10354,533,6425
26121,4731,19940,15042,4917,13315,3855,13340,18110,5091,15854,18929
26122,6214,5863,11244,6044,5123,11067,13019,402,2949,11345,8557
26123,17140,1229,15492,1698,10530,7317,11430,8295,15324,12387,13163
26124,17854,8528,8389,11624,10172,3386,9259,8543,13625,14645,10750
26125,14955,8107,18116,10080,10516,831,17009,18194,7420,5818,17413
26126,18671,7655,10327,7714,10658,19134,8216,9008,708,1227,2254
26127,4461,15086,10446,167,3665,18535,12165,19604,13859,6106,18772
26128,19206,8184,13635,16131,9782,16822,14376,907,13921,12547,3709
26129,5916,369,14920,10520,16848,9816,10893,2938,3527,4593,14295
26130,6235,12471,6823,15046,11728,16204,13743,17591,15939,14262,17217
26131,2363,9223,6681,7870,12825,15637,15677,9563,767,17183,12422
26132,15899,2460,2184,19584,7392,1488,14360,10327,2246,2668,1544
26133,12261,10534,8388,3547,2448,19591,11797,18877,9442,10202,9319
26134,19351,8979,9713,863,2973,16038,3022,18593,12516,168,6881
26135,19745,18689,2502,5813,17535,5194,10259,4134,18368,17385,6523
26136,7212,12796,5339,10923,14565,15201,5103,17208,6209,13573,13093
26137,3277,16977,17046,13606,5952,13028,15920,3497,9931,9479,12210
26138,18948,2546,10163,792,4391,18924,3744,2281,3451,5386,8418
26139,1594,4003,7207,12982,14228,18864,8056,8997,8654,6073,18875
26140,8523,19114,13061,18403,3046,2366,15884,9200,3205,16951,11855
26141,13511,18081,13606,15296,2155,213,14615,3203,8410,17357,1582
26142,10742,17705,3297,6428,7224,9804,615,1577,10505,9558,5999
26143,638,4546,7863,4973,9778,4547,16245,6561,17312,12740,8216
26144,4138,9932,14609,12588,7543,12550,15662,18159,1181,6157,1424
26145,9445,6236,10632,2372,16181,2046,15486,2375,5584,8593,16994
26146,12825,6972,8895,3947,10387,17350,3800,12007,2707,2531,12797
26147,12000,4326,13960,9931,11282,12334,18942,7074,3925,4261,14474
26148,14045,19648,5913,12927,10346,18221,10896,13525,8213,305,5728
26149,19286,11374,17183,9073,1532,17402,11145,18737,3847,6286,1573
26150,10595,6007,7209,16592,112,10570,6942,10435,11030,760,5993
26151,19007,4987,3811,13103,6067,15119,12841,9078,9735,9127,17592
26152,4296,12149,1787,3005,1434,18807,19677,17174,14172,8618,19618
26153,14834,5457,19693,4356,2775,6517,2371,13528,10745,18108,469
26154,17508,5005,10843,4693,11665,6180,6909,10111,11842,15581,13522
26155,10904,19515,3167,11898,10481,13369,6235,15581,14129,3131,6182
26156,12325,18784,4793,13882,4446,5577,19896,7482,2161,3604,18498
26157,6318,1349,16062,16663,19976,3299,4398,902,18983,17233,8978
26158,9268,2807,13983,13016,4660,6451,14368,18723,3750,17713,8769
26159,1032,1768,19805,13208,13665,12532,6647,4475,13670,9617,446
26160,2394,13949,3993,5789,11613,8057,13041,594,630,4403,18457
26161,18919,10610,12835,4125,4727,7345,7516,8794,12637,16883,14579
26162,8678,3471,9098,18251,952,7651,16261,9083,2266,9442,15998
26163,916,19080,18790,15949,8259,6495,19643,19431,4199,3784,889
26164,10136,12925,11906,7805,18005,8827,8065,1039,18729,10542,17290
26165,16133,16893,8673,7805,19141,3689,8894,8935,8580,16199,822
26166,5246,19715,11794,10209,12660,14979,10734,7520,8462,10716,3133
26167,4668,11762,3272,16974,3566,17266,7601,16072,18843,6884,17407
26168,3987,4936,14624,9627,16951,13530,19237,15609,17078,17458,7216
26169,3364,1449,7981,1461,7363,8351,9257,14523,6737,6377,10063
26170,3863,3067,7298,7398,15316,714,1942,17327,14974,204,8173
26171,16977,9936,19422,17594,12291,17376,16451,3748,5739,2135,13651
26172,1114,10115,8635,535,2049,616,5862,19136,2894,19013,7251
26173,17329,1260,13823,8337,18668,14231,4524,4582,13226,10919,3834
26174,3769,891,18789,5431,13880,16958,2823,15161,14537,17054,16265
26175,4325,17533,1208,17842,19509,17173,765,18930,3614,12521,5237
26176,3542,3791,464,7173,8806,8442,11876,17866,13656,17210,7910
26177,4259,9977,11598,11521,7559,10552,10990,10374,14141,2089,19655
26178,17250,4045,4980,17015,14162,16043,1284,6490,11373,5716,9802
26179,17038,18231,5419,16108,15340,7005,6588,5323,17445,4113,8244
26180,15442,15017,896,10303,2215,18774,6423,12630,8417,1384,425
26181,3416,6710,9986,10547,16157,10672,19148,6367,1005,16758,18031
26182,11521,5761,1822,14648,9811,1361,3039,13369,1487,4122,6304
26183,12549,2905,10410,12695,18575,18158,12870,11007,7602,12288,14710
26184,7714,11398,13544,11091,1633,18666,8778,15569,11970,8234,5039
26185,6258,9561,8773,14258,17753,7468,18845,9617,4596,6487,4832
26186,13024,17270,10349,16261,18512,16916,17754,14019,4986,116,5059
26187,10463,12732,15043,11863,5292,8920,16275,16875,11205,3797,17156
26188,13937,2085,18631,17370,16527,16335,18264,13118,12339,10320,6325
26189,12460,14881,10792,2984,10299,8188,14152,4755,18668,6166,1144
26190,12311,1815,2592,19608,4797,7919,5342,10626,5098,388,5868
26191,7225,10824,2447,2100,13686,789,6414,18342,1057,14338,18271
