"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019","sim_020"
22736,9001,19767,11733,11729,14289,7975,17436,10653,10994,14308,16543,13915,11943,17816,13483,4368,5124,1000,4080,3488
22737,2096,1370,5027,2198,2121,1736,5705,12361,5918,2079,5134,12641,4616,12708,10329,17908,19218,2630,19674,14705
22738,1722,17164,19859,9971,2932,6193,15644,18170,12847,11091,6878,17305,12062,1773,407,14241,1980,18593,18268,9420
22739,203,18339,17626,10750,12283,12246,11216,4210,11991,1998,4569,11904,19888,5872,19352,1436,19334,12891,19863,6760
22740,3584,18522,19227,16175,1269,12524,18414,8118,6736,945,3493,3306,16219,13044,12084,2375,18409,106,13208,16346
22741,8781,384,13754,7585,13574,10381,13236,6391,10018,19119,9419,15671,19623,8950,17785,1742,11481,13125,14374,17854
22742,8304,14147,17486,16070,9205,19616,17753,3713,940,16341,18059,324,5212,1674,118,13195,2444,17808,6322,12929
22743,11035,14992,4375,18810,16309,5740,12002,4916,14763,16012,2541,9316,11059,12119,15442,1641,605,7436,11433,279
22744,11144,11653,9019,19918,1886,12601,7608,8147,5160,910,8344,1823,19520,11679,3348,15369,16859,7992,12315,2489
22745,17100,7838,12644,16195,3088,14440,4459,9136,18668,11729,12140,10052,6414,2130,1601,4972,19707,13829,5683,16271
22746,17453,3775,4860,2206,13243,14179,10060,10234,5861,19142,14702,12612,9742,13036,15635,19846,10322,3901,13595,16091
22747,15859,17023,19937,1312,5086,18840,9775,8827,4895,3726,11131,17114,6855,7836,18229,11009,2844,2408,6192,4509
22748,9471,452,8389,17979,8418,11235,3997,691,360,3924,19886,3151,7143,3255,7053,17938,9309,19673,1262,11352
22749,13539,14030,17480,8576,11830,304,14581,4046,9115,3033,16707,18572,4974,8619,15050,8761,18112,9813,3343,3207
22750,10936,14364,17992,5580,444,10489,5770,4977,5192,10163,18841,14855,9374,3566,15552,6433,8054,8341,7893,5100
22751,14582,17188,15395,11838,4308,19308,5073,4320,10386,19736,4773,5886,19320,12573,11945,8015,4054,2591,8415,3685
22752,4601,13455,16893,10988,14135,1578,15258,6491,17234,16169,3558,5803,5850,8034,157,16340,3460,9320,12639,1532
22753,2712,17637,19453,8667,386,5129,13121,2670,17834,1159,4069,17771,13867,11316,16631,11208,6151,1812,10553,19592
22754,3018,13765,4510,17804,16610,7318,4599,1427,19718,8752,1424,17525,13842,10814,9401,3562,14188,16349,7493,2535
22755,5487,167,6515,4193,14946,11141,4698,15043,248,5172,19620,7846,4473,15069,16387,6351,19550,10072,856,15044
22756,11955,6216,6679,14265,5940,3371,1713,14649,14176,7586,12586,16230,9795,16583,7706,13812,1137,12534,7978,422
22757,13710,4338,4262,10994,13383,11170,14514,8410,11516,18036,9737,10070,3406,19901,17956,7892,414,7949,10915,12342
22758,516,13010,4204,6506,13050,18341,2906,12959,8382,17726,1549,1536,14418,9536,7970,8438,1527,1774,11653,13011
22759,18486,7956,16484,17063,18709,3157,13455,19585,7607,7356,18902,12555,16123,13323,15652,893,15954,3659,14249,2635
22760,16510,17548,12764,381,4254,15555,5274,17939,7248,9530,14530,9479,11139,2546,4147,7889,11935,6730,3988,7491
22761,1188,6027,2486,13874,17059,886,11401,9275,14644,1234,2780,3165,17971,2903,17418,9074,11312,17115,8890,7828
22762,15547,10401,13857,2475,4620,13782,4560,7498,6331,2515,3088,15220,3619,6161,9437,19600,8459,10348,12069,15062
22763,4837,16753,2575,2255,2270,3541,3102,3574,11919,10198,8609,10749,19002,3419,7891,16784,18600,19449,846,3969
22764,10194,15711,8546,155,11156,5284,18149,6721,11925,11333,6108,18541,3635,19142,8954,1046,14824,5794,7746,12501
22765,12713,16507,13278,12912,13591,10487,5510,8102,14558,968,3545,4846,2733,7107,17357,7139,9762,3628,2229,14413
22766,15366,6174,18356,3259,5635,3855,6128,18462,16162,385,4422,4589,15636,10322,114,11240,7149,2071,3317,8299
22767,15313,599,2191,4385,17802,1016,9830,12579,1929,6726,2333,14614,13449,18919,14542,3609,8709,17790,1316,10413
22768,16838,4454,8488,12917,17170,1094,2964,9287,6797,7806,6592,5571,13881,13382,16868,18341,723,14238,876,2285
22769,10713,2519,214,11176,4447,18764,11126,7499,3702,10392,3248,18962,8849,11477,12249,19789,6740,15817,7793,15230
22770,9512,13420,7015,11028,15014,12503,10942,18756,4583,2755,10427,16739,9275,7729,5701,7264,18336,14030,276,12955
22771,311,8993,16618,2922,11381,15508,13238,3489,14238,17427,11157,12955,11106,17468,16325,19864,2855,13161,15242,5132
22772,19521,19437,2971,10971,18743,1636,16282,13820,18551,17200,10829,5285,17585,4604,15678,8963,2759,7336,12709,6703
22773,16836,16678,15064,11440,6212,15297,17624,12756,11363,19173,16027,15558,4211,8582,13718,1731,16668,500,18925,6736
22774,17000,19150,5016,6256,16044,5443,18499,10899,6519,15992,17200,16659,7001,7326,9492,14060,8433,17585,19525,1635
22775,13766,17211,19252,13169,18314,11908,3442,11484,3258,1348,9689,896,11947,4283,13282,19688,17624,2277,6612,536
22776,9381,15203,4133,9160,10749,9688,4920,416,10050,13316,11049,5330,18581,9729,11213,6189,18961,920,9034,8006
22777,8777,8192,480,11292,706,11548,9201,3503,6326,2204,5961,5465,8858,11748,7036,13359,383,15384,6272,13736
22778,7478,11295,874,19322,6388,920,18561,1996,9786,7158,2577,1583,12058,14272,8446,9664,5258,10746,6084,6119
22779,17278,4004,12021,15847,1118,13728,6600,17957,2957,13630,3841,11908,13032,706,5425,5373,11712,19022,10631,13384
22780,2669,894,5168,2150,3973,11783,4443,16408,12088,14613,17530,1074,12532,6947,8665,1819,8659,19485,6566,2079
22781,10291,5770,19318,15627,585,11428,4024,2300,6086,14617,3839,17464,8658,9913,7056,10722,17545,5411,6142,4769
22782,15538,4638,11466,7010,12223,12924,10833,2675,15724,5207,6041,14494,18529,2136,5584,18324,7963,12016,413,16235
22783,5005,19624,16127,9072,17674,10806,18153,3525,12994,4087,12161,18402,13664,3094,7128,12843,19455,9930,6884,16602
22784,1488,2109,12300,16732,9940,14253,12689,6301,3944,14907,2449,11233,7366,11814,6271,11070,13400,1191,5307,12379
22785,12803,490,18953,19055,5201,1597,18093,3385,8140,2031,13414,3252,13238,3028,15224,15480,5161,18972,10846,13580
22786,1372,17607,393,4479,12338,10717,9262,14769,5836,6221,17973,5734,4966,15611,8901,9063,4744,16398,13827,16486
22787,17802,1080,6584,16290,14028,5646,3306,3272,13698,5789,8278,5714,11841,10547,10699,4808,12765,10250,3524,13255
22788,7261,10222,5036,2094,4268,10614,4693,14444,9443,13977,16128,17074,5485,15060,13959,5386,10278,8477,16597,19013
22789,5791,5730,19814,9194,16216,6408,6691,2172,19167,5127,19027,1758,6168,8576,18044,6402,12573,9065,3793,5571
22790,15816,2344,3401,9424,3287,8983,5475,10293,2760,9951,10595,14997,15313,19843,8004,15861,13912,3848,12740,6658
22791,4153,860,5798,8085,19411,9517,17608,8798,467,9097,744,19152,5387,11490,9928,13874,9841,19375,4567,8459
22792,16749,11785,15313,14534,18996,11686,17482,14778,15957,18245,4236,6772,16263,725,16852,10271,7769,11002,2765,2713
22793,16892,18096,7994,330,331,4643,1719,8518,3846,4011,6713,706,7352,12332,19500,4487,8517,13351,8102,2200
22794,15113,12460,9577,4767,16094,17643,15767,3041,12014,13905,14573,15444,15925,12696,7269,4827,337,7020,1172,12097
22795,3123,16266,10305,14338,12856,7117,11359,359,13765,4988,6308,11040,4885,1949,3270,16301,19994,16294,18020,7793
22796,2286,14759,10122,15193,18809,17822,10611,16625,4568,17114,13727,19607,17662,19698,1510,13736,16033,7087,3293,7125
22797,10152,11784,510,1215,3937,11844,2238,11990,13902,5407,5641,1797,7822,9521,10100,5946,16059,19598,16654,6947
22798,3034,3195,4155,2344,11206,2725,1595,19924,14998,1444,9972,4133,1064,4949,16610,15080,2031,12779,19749,5526
22799,18874,11622,9009,11921,8337,411,725,9808,652,6161,8279,17762,10043,7122,10289,9838,4125,15276,17802,13926
22800,16518,8895,19757,16063,8092,13709,12480,13529,17195,4366,16014,2803,4870,11552,16458,7124,13385,8831,17392,10679
22801,4527,17587,8024,17753,8326,4406,114,330,3377,4309,6815,2811,9928,13361,18777,2898,1068,11197,4746,11970
22802,2496,4728,19963,2507,4674,7941,14182,1266,3820,19986,15529,13621,2618,4714,6017,11303,3086,2789,9014,7408
22803,5783,664,16401,11222,333,15026,10922,6691,13798,9953,6259,9520,16331,15610,14961,11077,1959,8342,6576,16409
22804,17035,9886,9462,18084,11924,4673,1124,9577,9745,1366,19536,15566,5952,998,2659,18075,17117,13200,12600,12230
22805,2066,19303,17560,19425,15808,2155,19069,7232,5342,12759,326,2850,14692,17134,14555,9506,13718,9743,14667,4855
22806,18291,12364,19846,8443,2836,199,1895,10615,19379,14890,15814,100,9527,8459,10902,6242,18289,13400,15119,10190
22807,5109,18288,13019,17045,7300,2221,14041,8612,17959,2020,19153,872,2400,4170,15760,18574,8627,8360,11680,6343
22808,2358,16750,1273,17000,699,16843,171,14357,19917,11728,10384,624,8587,7842,1667,17392,10655,3133,11536,9598
22809,16890,6835,14723,13555,7112,17128,18161,16956,5229,5443,9038,10017,6094,14308,11545,12099,13076,10297,15273,12987
22810,15787,2911,5178,6997,12693,1186,1219,15424,8144,15201,17402,323,14406,12529,14278,13857,1387,14196,15645,16004
22811,4937,11257,3301,5954,14719,12169,7552,7789,17494,3949,16204,7772,15662,5645,1294,9294,6050,15216,4911,865
22812,9057,16208,9978,14184,17388,6277,1067,5617,9521,14547,9021,1550,14406,14882,3169,9553,5905,5795,16757,3616
22813,12853,17347,17638,7097,17170,16310,203,4479,12127,975,16491,19273,16549,391,6432,1159,2085,15630,3259,19990
22814,3587,6462,10483,15691,8714,18454,7486,12880,9829,6188,7578,8801,17423,16124,17919,3925,16172,580,14679,5032
22815,2875,16952,4121,15675,3081,15547,3340,4519,18330,19287,8060,19828,1505,14893,11913,2214,2770,18902,17070,13709
22816,1027,11531,13860,7194,10576,10135,12050,7183,17880,16886,231,19430,14333,2286,17046,19865,4931,6681,5040,10835
22817,19706,2819,160,691,6381,13837,2543,19832,7597,14605,5368,15561,15225,11677,19662,7103,19353,8032,6255,11400
22818,9931,5310,15753,915,5735,15627,6092,1102,13294,3565,7641,3816,19440,14163,12970,9126,15583,9079,18315,6410
22819,4275,14488,12917,18095,8529,5345,18662,4973,8420,256,5335,11489,5071,7943,13794,11434,13082,13835,1044,5189
22820,10862,11116,12626,12027,16720,6147,15012,6617,8230,4947,6382,11110,660,7691,6357,9055,18181,9756,3474,6573
22821,17421,2702,10725,15270,7966,8663,756,10261,4127,2957,8206,4326,11327,8775,3270,19136,6412,607,16425,12103
22822,11139,18379,3502,16973,16042,503,17857,12419,6596,172,15074,4613,5666,16649,3109,13855,929,16128,8582,8812
22823,4230,13145,4932,15858,16528,4695,16844,3759,16033,7642,14903,19095,13795,6372,12222,14321,2334,11676,6413,17841
22824,5382,18956,6239,15818,15877,16117,7105,18722,5616,10067,10465,14991,13115,9328,3448,15327,11583,15826,18367,10898
22825,3075,1491,12404,13480,2335,5818,17553,8670,4127,10566,19982,16837,19544,6618,9164,12254,15280,8956,16637,358
22826,2695,5979,6286,19157,5816,14483,9742,14106,15453,802,18073,11057,5727,5874,12951,1148,5123,13744,8372,10091
22827,1891,14895,12677,8234,6284,16870,7740,8910,6974,16943,5772,3226,2784,15866,18016,10114,629,7830,8172,2737
22828,13589,19855,7438,13034,8524,16817,4519,11327,9797,17173,14594,10961,11575,7929,6036,13441,6510,1389,9531,935
22829,1157,16722,11117,9027,5754,12508,10307,19857,14253,15450,7282,15767,3866,3734,2341,7688,4853,14884,2906,13652
22830,6060,7684,4009,16133,16499,4737,7648,4407,1743,13177,2099,17847,3991,16726,11562,1065,14845,17968,3553,1305
22831,3902,5901,18690,484,8323,6126,12540,16153,15984,10515,11343,18820,4659,9912,12191,5497,8910,15032,12327,12719
22832,9950,12390,13468,11028,12482,17459,17043,11384,16096,19741,18376,11831,1738,261,6202,3323,17792,14687,5732,6809
22833,15068,10236,13885,291,496,12925,15578,12978,14650,9012,10158,14561,3953,5624,14503,1316,11374,6758,729,8483
22834,3688,15441,7298,4313,6386,1476,13618,7731,18133,15315,5440,12236,17622,8497,1513,2196,13275,16593,11987,17448
22835,2916,2969,13362,16492,13016,1268,13840,15778,12813,3564,19721,1997,18430,11827,10913,10530,12512,10423,18105,19080
22836,14557,13509,19799,5965,6467,11519,18158,5005,17005,10197,4314,5385,18278,8444,15553,13224,4912,8368,19342,17404
22837,7134,3071,13352,3661,12693,15596,7828,2125,5433,236,17234,18847,11560,13842,10852,12748,11766,5003,3227,16947
22838,11870,1863,13088,10032,4159,15872,5315,1662,12274,10195,14422,15785,19869,3568,16688,2538,925,18636,9666,8040
22839,12174,12069,14462,5852,17720,16746,9527,10121,18018,18842,7944,13349,2394,5890,7345,16282,5170,19059,8195,17998
22840,16614,15964,6114,19520,2943,12495,19358,7175,16002,19626,12515,10798,13497,17487,15908,634,7689,285,5829,14689
22841,15870,9643,17197,15078,19794,16526,8769,17514,189,16720,189,736,1274,9563,3189,3614,4980,15283,19995,15014
22842,158,14770,15540,11062,5745,7972,12287,18132,5096,3778,1024,7804,19774,19972,2878,15683,17513,17182,9818,10646
22843,2687,5063,14487,13556,13569,2531,1767,1978,10812,12807,11854,5920,18063,16497,19365,13848,5008,2790,13790,3604
22844,13343,3439,781,1342,6862,17852,11258,10060,12916,1965,15591,16924,11229,4630,12512,1932,10658,2213,17531,16948
22845,171,9288,1995,17704,12920,11543,7486,17305,4667,13015,17447,4066,5449,7713,13009,18156,1954,17548,18676,18198
22846,13521,18820,17458,973,15392,18680,9346,6999,18861,15950,10765,13151,16286,11324,17131,10868,19786,7711,5019,14423
22847,4938,5045,2584,13736,3858,11368,2876,376,14452,14066,14092,1503,12082,1271,14400,14566,17375,14393,1499,7466
22848,9154,1134,6096,6404,19185,3344,19432,12412,11849,6434,14095,15403,11110,6980,15593,9798,5832,14292,4416,9709
22849,6988,13660,5601,18454,17495,13465,12547,9945,1851,8485,739,10042,4532,5985,630,13566,10757,6684,11531,4809
22850,11991,2926,13725,15882,14984,15639,15842,16713,11422,16001,15655,18392,6382,18057,11624,6683,8660,12952,1494,5570
22851,17161,15061,5951,11065,15738,4795,14254,6586,15748,2293,9398,15905,1608,1853,8997,8302,19100,1140,10554,9229
22852,18736,15798,9846,984,13294,16095,3557,1184,13955,11045,17254,11756,19210,9149,11457,10043,11058,10909,10821,19113
22853,7377,17740,18695,10824,14869,9255,602,1234,8480,15916,5055,16944,1532,15197,8987,2621,5868,18048,1306,10653
22854,12703,19809,6569,10657,1958,17801,713,9150,3503,1091,12874,6281,4576,18047,2626,12915,17931,4878,12630,19874
22855,16670,16448,4749,15734,15415,15642,11743,8932,8783,5507,1678,7560,8298,6829,7091,11870,11977,12452,9766,9661
22856,14921,3123,1891,14990,4134,11149,6925,5718,14161,17318,8624,13653,10272,17383,13902,19564,6083,19601,4529,5981
22857,17932,2296,13136,19474,16478,18593,6350,7643,6513,7064,18561,19654,10241,4358,16179,12347,16086,15463,6984,2803
22858,13944,13608,18136,12865,16544,18054,1159,5960,5014,1515,16687,8485,13279,19737,8507,6007,769,7437,1923,2559
22859,4612,9499,12787,1733,7780,16764,5605,12261,19430,4981,6068,3261,12185,17085,10393,2204,18666,2331,6902,5017
22860,11649,7034,8778,3287,12648,3690,14067,12122,14241,6986,4926,8197,13149,11804,8959,16512,6971,4827,12687,6250
22861,9764,13214,7271,15066,10104,6756,13643,1969,327,8545,208,7486,17708,6483,7123,1770,5102,1080,11052,8286
22862,5532,18093,8699,4314,7592,14507,6579,8533,15106,7740,6895,5008,6208,11362,17620,13370,5438,7877,14069,14307
22863,3488,11964,19365,8009,8496,4567,4590,5804,5649,13001,16519,9603,6027,14142,7490,16984,10281,4597,10309,19592
22864,7626,6891,16144,10410,14096,189,435,10594,3599,18689,16400,15817,16400,16862,1383,6629,18556,19690,6499,18395
22865,1702,15870,19476,14992,6817,6126,10384,11686,4156,635,17201,15353,4211,14647,2213,11475,13794,1150,5560,1889
22866,8517,6681,1172,7110,16387,5052,19067,10027,9686,13986,15340,3176,2244,13974,14631,9380,15797,382,16132,7050
22867,19948,19629,14067,4088,13792,10810,5202,15182,10982,16597,18547,11580,3845,884,2911,7098,3042,3159,6186,12214
22868,19660,18531,14944,8728,4934,16415,10827,12365,1311,5389,14296,15526,917,5064,13840,4810,17900,12602,11763,17012
22869,9291,12634,8520,14861,16067,1378,9135,9282,6080,4448,19725,8338,11545,14842,1161,17908,4034,12415,18364,1476
22870,9120,12941,3814,19573,15619,7084,3896,1099,12796,4793,6094,5725,9608,2006,16103,3621,8492,1634,16446,358
22871,10886,9205,15584,16359,4909,11159,1836,1381,15125,17390,2358,11572,2813,3095,17334,16747,19116,13870,5961,9331
22872,16038,13496,1723,6112,13110,1068,6022,4474,8669,16587,17181,664,936,1587,15775,9724,19561,15164,18490,4999
22873,4762,769,19564,17975,19162,2745,12648,14065,7704,18433,17808,2769,7232,8678,7493,10431,13157,16567,12392,15861
22874,2853,7747,17803,10760,12848,634,11357,10643,11899,1275,3419,16346,9140,6774,16687,10789,1207,11628,16822,18676
22875,117,12515,19416,15436,18684,5031,11259,18547,3602,3566,6695,12578,940,17857,17518,8596,10734,5146,6435,10673
22876,19211,15051,18142,17142,8506,14213,1512,8696,8677,18749,16549,12221,3984,18409,17873,2294,13213,9031,1216,11161
22877,961,14929,4143,14611,9273,10643,5371,9026,9075,9836,6741,17819,9380,8242,832,3930,9685,10855,355,5315
22878,271,8884,5642,11602,398,15043,1693,7645,5381,15237,18956,2616,2026,4902,5468,19878,12085,10044,7936,1767
22879,13601,7415,6049,9247,13722,3308,2478,11428,6433,6807,16995,9364,18243,2727,12623,8435,2402,14168,10183,18806
22880,16155,5183,3749,7182,2712,14448,6178,3073,12657,9146,15179,13157,9900,17126,18273,5843,13248,10130,2251,8989
22881,15160,14293,12212,8784,16176,13578,17808,14245,13339,9635,187,4304,5114,18864,11309,19284,15821,6454,16971,5343
22882,14897,487,16985,4090,18952,16129,3079,19799,19158,3389,2215,200,9936,2942,6875,3830,7899,4613,10623,2574
22883,18868,7896,14413,12171,13841,8869,16474,16561,5462,12503,9724,3386,8258,17879,3363,9642,15333,6152,10470,12867
22884,10439,19854,3457,18748,15551,7760,14297,6664,4379,19409,18082,15438,1149,17269,10915,6512,6502,1658,856,4662
22885,5054,14087,3909,14524,10239,1380,13897,1121,9298,19372,8524,1725,12288,2887,3877,4674,13610,1198,4196,8513
22886,1836,19520,15330,13913,11723,17425,9009,8644,2502,15569,8410,8010,4243,2643,8973,12930,11404,2852,12004,19560
22887,9296,11053,16730,10517,8135,5450,7831,17539,3325,8099,14461,4435,14082,19631,1674,1285,9670,848,15184,13774
22888,13938,3998,17590,10340,11915,13219,1658,9521,5321,14746,10733,8061,6230,3413,17819,16755,10659,16904,19741,11039
22889,16059,16816,7035,17673,7611,13430,16472,11941,1759,17784,18010,14654,3183,4507,17072,4124,5886,7897,3918,13621
22890,3996,1953,3303,820,15557,397,15336,17633,1520,16198,5521,7934,1504,13513,18127,4192,14116,14794,16088,6411
22891,8872,4552,11554,7906,11444,1791,3898,18125,15465,8461,5453,11303,12854,19319,8430,11933,4182,10061,1208,2721
22892,993,3672,9508,17815,14044,4971,12363,452,5519,6377,17259,1223,6606,16694,3945,3277,2042,2758,18776,1579
22893,17298,17145,7790,5287,16927,12159,17387,6925,19012,17638,13688,2607,2772,13427,9289,16498,14704,16555,19296,5564
22894,18532,17601,8537,9628,18299,9659,8150,12242,10120,4662,6113,16905,1450,3155,12025,19305,112,19603,7779,19087
22895,1616,5379,16966,18371,15128,10565,11353,14279,16111,5630,5456,8009,9565,15962,5589,19252,5293,7563,9439,2356
22896,1437,16687,12235,15755,5013,8833,10221,15627,10620,13834,2658,815,9872,18901,16232,17474,14868,18865,4415,12856
22897,12175,1318,10699,15351,6930,6996,688,16508,17784,6173,5851,3363,9031,15199,13155,12593,18923,5137,720,8918
22898,12668,14210,9507,14320,6248,14658,17170,10423,5715,1999,3405,5563,8277,14086,12981,13026,5760,13581,5059,18688
22899,18505,9692,13489,6258,19256,3221,14112,13313,8901,10821,11397,10874,8203,16740,653,2028,19898,1212,17094,11124
22900,2871,3384,17658,15512,11021,12556,3856,13343,10519,9025,5295,3766,14049,17876,11440,10503,18729,5619,8510,12219
22901,14207,3176,9726,4004,10102,16031,2269,4417,3260,4607,11380,10021,14792,16099,19290,10497,12887,15352,8431,12043
22902,19514,6067,15433,7292,794,12265,14482,8872,19458,19305,9400,2286,12251,4670,15817,7895,16342,10786,16201,9921
22903,10288,12853,1185,786,10280,15322,15270,14254,18132,18616,7854,9383,6608,11282,12456,13570,17891,3752,6491,10298
22904,14925,7495,17174,14034,2195,5549,15844,3860,2129,6817,9768,18957,9889,9607,12382,17252,3920,19627,15002,9292
22905,18682,17528,2362,201,9185,9473,14244,10712,12225,10070,2545,14847,15530,11208,8779,5015,13996,359,6632,14047
22906,19316,10399,2172,11392,19879,15442,3182,9006,3786,3614,7929,15637,1053,8438,6472,10904,5429,383,2012,304
22907,2805,5815,2991,14651,13680,6289,11177,10347,3491,12548,418,10936,908,169,10947,17105,11851,15635,9375,103
22908,16876,4283,4772,18267,13922,8064,18608,15471,9034,1657,1209,12225,13251,585,1010,5946,5160,2689,6942,795
22909,12144,6311,11766,7681,9299,18513,12066,14366,15089,8416,3419,986,10806,9052,220,14919,9597,4429,3647,13712
22910,8403,6036,17865,13059,11959,8497,18204,1532,8275,6206,9659,10535,2519,17902,17461,12883,19500,14825,8705,10020
22911,16872,5297,11189,2904,4153,12136,11833,16069,7736,18879,12431,7155,18289,3145,7932,821,10807,16007,4968,16391
22912,13747,3282,17466,14762,10600,19450,10181,13619,10468,19695,6015,5450,13178,12733,14243,7943,18811,17488,7001,11674
22913,12353,18241,2253,15111,17714,13761,12028,8164,1956,15941,14542,2469,2950,2238,9359,12685,4302,7584,6836,17021
22914,19898,10326,16676,5515,15083,11113,6409,16198,17795,17784,7985,14590,5522,4017,18016,5608,12673,9039,5423,15847
22915,9803,11180,2211,12631,18655,18209,13077,17606,3751,19699,512,10939,5238,13782,18761,18935,7811,15836,19139,13393
22916,17726,4999,11891,13430,17849,6753,14846,13603,18678,17623,18297,11912,13574,16297,5379,11312,9395,217,12742,6256
22917,11507,1513,7792,12833,11186,13522,470,14014,6304,18730,12381,798,15935,6763,19132,3117,17658,9618,7426,16714
22918,6087,19493,10360,8560,18722,17436,14499,2549,19712,17394,15790,11571,3599,6336,16320,18591,11071,18593,19942,9325
22919,2689,11371,17578,15102,11915,14616,361,5874,16492,326,14970,9960,14645,8577,10282,14737,2278,694,3326,9120
22920,3732,645,8414,13812,7987,324,13759,5519,5546,5889,9372,14491,9361,3225,4584,6746,6675,15711,5569,5415
22921,4679,159,11312,5810,13936,6639,11066,7882,8533,13908,1982,16426,8757,11970,17407,3507,18674,5481,15215,14980
22922,6323,15223,9045,18996,8362,18577,13937,11216,14602,1041,13195,8512,9931,17206,11633,12883,5977,6222,2407,16908
22923,19447,5772,914,15215,14635,9432,8985,16271,14053,7348,18854,11083,7343,7280,7196,11277,6553,17074,6129,17454
22924,1143,3379,17873,1607,19018,18087,3397,14360,3167,770,11917,8763,7638,18126,11337,6453,5831,7748,12183,18010
22925,9016,1137,8901,7207,4011,9557,4617,8224,12497,14186,12832,17477,4997,17882,14371,11117,2340,3976,19464,14973
22926,14403,15577,14214,13050,8961,15616,7968,1948,2941,17073,9738,3751,17436,17661,7977,14352,17922,1027,16737,9194
22927,14722,14371,18388,17870,19779,5476,17992,4970,13477,5284,2966,8304,139,4854,7419,16214,13889,3337,18196,5201
22928,1756,16062,16712,2597,9975,4439,18378,17199,17502,12189,3083,9602,10754,12224,19447,657,17559,4216,1459,14173
22929,17866,17766,4203,1379,2998,8148,15494,5817,9911,11751,15834,5327,14984,3229,9274,6511,9779,561,5521,17126
22930,3207,10234,19640,11023,7436,9583,16945,10958,5088,9063,5456,10008,15441,2809,17040,15244,15832,15729,6021,18304
22931,3354,17703,1338,12640,9424,359,13537,19634,15690,16826,6526,12798,10516,11237,15624,9593,10652,5732,15741,10042
22932,18130,8551,7989,16916,15064,9808,9117,10570,7060,8243,444,16358,10204,10245,13163,17312,7983,7718,323,1682
22933,9089,14126,9336,9918,10486,1904,1711,16181,18664,3941,13765,10895,4519,18894,11699,18412,14370,7312,17630,13852
22934,10817,9850,855,9922,7534,12281,5076,6984,6339,5118,12828,17898,16686,19509,17298,12652,1456,4761,6621,2777
22935,6564,7418,14337,4785,5586,4848,11345,14606,10420,7150,7545,4259,2723,2666,17248,18065,4752,748,13036,12908
22936,9216,2241,15088,17613,4648,7221,15016,11445,7479,3318,9687,6151,18708,6754,15553,1761,222,4639,6336,15965
22937,16090,3878,8123,14777,6882,10924,19259,11240,3920,1448,5708,14116,5744,18366,16978,19365,18204,10060,5383,16729
22938,4579,15580,8420,2053,1729,3063,4666,9531,7414,9480,5639,4291,6697,9233,4694,15018,8230,7669,6442,13386
22939,5489,6590,10802,15256,10993,10368,7016,2968,1332,149,7321,8222,18489,4863,11573,17034,19653,10394,14991,2473
22940,3362,10079,18114,4151,12297,10669,1887,1480,15793,10592,2883,6040,6937,12073,5972,7083,7371,3456,3427,9815
22941,2779,16679,12330,16551,7064,14180,644,10851,12371,8987,9350,18568,16967,9749,4380,19856,5120,4837,5877,1050
22942,2491,12853,2644,6430,8845,7093,8825,2216,18553,8365,4715,10856,1563,10050,10273,19098,17854,10773,12450,19670
22943,2648,12783,9231,13657,16695,11346,8983,7745,10813,2192,8849,10285,9611,3626,9075,18817,1665,18830,1905,5130
22944,4210,2524,13380,17778,17283,7163,6663,18992,11567,15823,1310,5931,17145,16143,2840,10330,13148,11057,7935,2267
22945,9028,8645,11356,8450,12621,4147,6410,12314,17274,18865,2672,10070,5015,5568,5976,17602,7810,9829,19855,15296
22946,12161,18397,19578,15153,9545,13167,8782,14735,10441,1375,4145,9424,13599,6929,8382,9307,13096,11862,19684,6470
22947,6606,11368,1688,9043,15359,18230,3610,792,5713,366,10860,12317,626,6507,1040,17684,13880,10371,12554,13365
22948,2677,13570,10147,9633,9781,12421,9834,3196,15917,9713,828,2050,7435,14020,2314,1881,17735,14265,425,5554
22949,17725,11562,6621,17456,1031,11447,13002,414,14987,4968,12884,3194,9124,15345,2969,15757,3790,1551,9081,10485
22950,4561,5195,4373,18327,13028,17789,2345,5430,3319,2459,4217,1944,7887,7289,754,18344,14212,18336,13213,5927
22951,12444,16353,10003,10587,8878,3207,7927,19269,14879,14503,4095,1105,1642,108,6267,3876,11512,17979,3287,2880
22952,18859,3312,11724,19017,9056,17909,9944,15826,144,9966,13993,12544,16363,17571,8557,6120,10618,17822,14848,15596
22953,18481,2124,4046,1889,4981,9583,9406,5903,2825,8724,6263,10035,9481,550,6920,13454,9179,16094,9312,2514
22954,14158,19675,12314,7897,3096,15234,18166,4441,17510,13792,11328,2074,14078,19725,13746,1214,3515,13427,11216,15407
22955,3759,13893,105,7051,9055,12128,16699,560,5669,13577,11404,18954,4630,12998,10375,9478,2316,5461,3458,13199
22956,14404,4411,8438,12987,7880,16612,5633,17750,9156,18908,8849,5408,14892,7948,5928,10218,813,907,5568,2265
22957,16742,17012,12770,3283,5008,19453,3604,19961,8106,17435,9203,6041,6037,8284,13960,17884,2761,3955,15247,2650
22958,13414,11712,5372,19167,7510,13961,13054,11469,9443,301,11483,18650,5161,2584,14803,17153,9920,14928,8319,9760
