"position","G_2035BALd7_S1-cons","G_2073BALd7_S0-cons","G_2078BALd7_S0-cons","G_2081BALd7_S4-cons","G_7960BALd7_S0-cons","G_7970BALd7_S7-cons","G_7971BALd7_S0-cons","G_7992BALd7_S0-cons","G_BRSVSweden620p4_S0-cons"
10482,112,1133,1563,79,1822,94,2998,770,4255
10483,113,1133,1566,79,1826,95,3001,771,4258
10484,113,1127,1560,78,1816,95,2974,773,4238
10485,111,1117,1560,75,1795,93,2936,772,4190
10486,106,1121,1568,77,1787,92,2941,769,4173
10487,113,1125,1575,77,1815,94,2968,770,4216
10488,114,1121,1578,75,1809,94,2985,760,4206
10489,115,1126,1578,77,1814,94,2979,774,4215
10490,112,1123,1591,77,1796,92,2976,769,4219
10491,110,1125,1587,77,1791,94,2968,773,4223
10492,116,1182,1658,81,1904,93,3145,813,4426
10493,117,1189,1644,81,1899,93,3142,814,4409
10494,116,1184,1646,81,1899,94,3150,816,4416
10495,115,1184,1643,80,1892,93,3128,811,4421
10496,114,1178,1639,79,1869,94,3107,811,4411
10497,112,1175,1637,79,1875,93,3113,808,4418
10498,116,1204,1687,81,1931,93,3221,832,4535
10499,117,1218,1691,80,1950,93,3236,824,4562
10500,116,1209,1680,80,1941,95,3212,828,4533
10501,112,1176,1651,77,1880,92,3180,808,4469
10502,111,1189,1663,78,1891,92,3196,812,4503
10503,113,1188,1655,78,1900,92,3211,814,4515
10504,115,1187,1660,78,1905,93,3208,815,4525
10505,114,1211,1712,80,1965,95,3330,836,4629
10506,115,1211,1709,80,1960,94,3325,831,4620
10507,115,1178,1674,79,1921,89,3262,818,4529
10508,116,1182,1678,79,1925,88,3270,822,4531
10509,113,1180,1677,78,1904,87,3232,826,4519
10510,120,1225,1757,80,2025,92,3436,871,4686
10511,119,1227,1754,78,2011,91,3436,861,4685
10512,119,1229,1760,80,2017,89,3432,869,4685
10513,119,1232,1768,80,2009,92,3434,874,4695
10514,119,1204,1739,79,1962,91,3371,856,4604
10515,120,1226,1764,80,2005,95,3444,876,4689
10516,120,1224,1761,81,2006,93,3432,877,4686
10517,118,1222,1768,81,2005,92,3432,871,4700
10518,119,1217,1763,80,1995,92,3429,875,4677
10519,117,1174,1711,80,1942,88,3333,838,4492
10520,113,1180,1719,79,1932,87,3321,835,4517
10521,113,1182,1714,81,1934,87,3329,831,4511
10522,113,1184,1716,77,1928,87,3322,828,4503
10523,114,1182,1702,78,1931,87,3314,826,4509
10524,111,1168,1683,77,1891,84,3278,816,4469
10525,113,1211,1732,78,1951,86,3400,840,4534
10526,113,1218,1751,80,1956,87,3413,851,4558
10527,114,1211,1747,80,1956,88,3417,857,4566
10528,114,1214,1752,79,1963,88,3404,854,4568
10529,113,1211,1751,80,1965,88,3416,858,4580
10530,113,1222,1758,79,1955,86,3420,862,4579
10531,114,1217,1750,80,1960,86,3423,857,4582
10532,113,1221,1763,79,1950,86,3427,860,4574
10533,115,1234,1771,80,1985,87,3465,867,4636
10534,113,1225,1753,81,1948,86,3430,851,4555
10535,115,1225,1760,82,1954,86,3455,859,4569
10536,114,1240,1779,83,1992,86,3505,864,4621
10537,118,1280,1827,86,2086,90,3641,886,4793
10538,117,1282,1829,86,2106,89,3653,888,4811
10539,118,1285,1836,86,2104,89,3663,891,4821
10540,118,1282,1838,86,2106,89,3664,895,4826
10541,114,1277,1821,86,2103,89,3654,882,4810
10542,114,1277,1823,87,2108,90,3657,881,4805
10543,111,1263,1812,86,2110,89,3635,878,4753
10544,118,1343,1937,91,2291,90,3929,937,5087
10545,117,1341,1932,90,2287,88,3916,934,5066
10546,118,1347,1947,92,2276,85,3939,926,5053
10547,118,1343,1947,92,2282,86,3948,922,5044
10548,118,1346,1949,92,2294,86,3970,927,5066
10549,116,1346,1950,91,2291,86,3968,929,5060
10550,113,1342,1967,91,2289,87,3975,922,5064
10551,115,1351,1965,92,2292,86,3986,922,5073
10552,116,1350,1958,92,2288,87,3974,927,5048
10553,106,1313,1918,86,2244,85,3900,913,4893
10554,108,1281,1885,86,2198,84,3834,900,4766
10555,109,1277,1890,86,2213,83,3841,897,4766
10556,107,1272,1887,86,2210,83,3837,894,4769
10557,107,1275,1890,86,2212,84,3831,895,4751
10558,107,1279,1885,86,2210,80,3842,891,4765
10559,107,1272,1879,87,2191,81,3823,888,4731
10560,110,1282,1888,88,2216,83,3885,900,4781
10561,110,1278,1882,86,2212,82,3876,898,4791
10562,110,1283,1877,88,2210,83,3866,886,4774
10563,110,1276,1878,87,2218,83,3879,892,4776
10564,110,1285,1888,88,2231,81,3885,894,4783
10565,110,1284,1901,87,2242,81,3891,894,4788
10566,110,1299,1914,90,2290,82,3963,903,4839
10567,114,1301,1929,90,2302,83,3977,904,4856
10568,114,1313,1951,90,2322,82,4016,912,4887
10569,115,1321,1949,91,2332,82,4022,919,4914
10570,115,1326,1954,91,2331,83,4019,920,4908
10571,116,1330,1970,90,2371,85,4068,921,4954
10572,120,1346,1988,90,2394,85,4102,924,5001
10573,120,1345,1982,89,2386,85,4096,929,4982
10574,125,1402,2073,96,2487,88,4272,950,5159
10575,123,1388,2056,97,2466,87,4227,936,5078
10576,125,1387,2061,98,2479,85,4251,935,5093
10577,125,1384,2055,98,2478,85,4245,932,5087
10578,123,1378,2043,97,2454,85,4216,923,5038
10579,123,1375,2033,97,2449,85,4203,934,5056
10580,123,1367,2026,95,2419,85,4180,920,4991
10581,124,1373,2029,95,2442,83,4220,924,4987
10582,124,1382,2023,97,2440,83,4199,927,4985
10583,121,1347,2003,94,2376,81,4129,910,4875
10584,124,1348,2025,95,2410,81,4188,921,4947
10585,124,1360,2047,95,2421,80,4215,923,4946
10586,124,1361,2050,95,2430,80,4211,922,4958
10587,124,1358,2048,95,2451,80,4249,920,4972
10588,126,1372,2068,96,2473,79,4292,929,5022
10589,125,1379,2062,96,2462,80,4270,929,4993
10590,129,1396,2089,96,2546,82,4356,945,5093
10591,129,1395,2105,96,2540,82,4356,944,5107
10592,129,1401,2123,96,2554,82,4373,953,5122
10593,129,1398,2099,95,2542,82,4360,952,5097
10594,129,1391,2101,92,2533,80,4351,942,5070
10595,129,1390,2104,91,2536,80,4350,941,5081
10596,129,1385,2082,91,2525,80,4328,930,5034
10597,128,1373,2068,89,2487,80,4289,926,4991
10598,128,1374,2065,89,2475,81,4282,920,4987
10599,126,1368,2063,89,2465,81,4243,913,4948
10600,129,1371,2076,88,2482,82,4267,919,4955
10601,129,1375,2067,89,2490,82,4271,920,4960
10602,129,1368,2076,89,2487,82,4276,923,4963
10603,129,1372,2071,89,2490,82,4272,921,4965
10604,126,1370,2065,89,2477,82,4253,917,4965
10605,125,1357,2060,90,2467,83,4247,923,4943
10606,125,1363,2054,89,2471,83,4253,922,4958
10607,125,1368,2066,90,2473,84,4271,923,4969
10608,125,1358,2053,90,2461,84,4266,928,4955
10609,126,1357,2049,90,2461,83,4256,920,4934
10610,126,1362,2058,89,2467,84,4266,921,4940
10611,126,1359,2060,90,2448,83,4231,920,4943
10612,125,1351,2057,90,2441,83,4223,912,4914
10613,125,1351,2045,90,2435,83,4225,915,4916
10614,125,1346,2042,89,2426,83,4211,916,4897
10615,125,1352,2048,90,2451,83,4235,921,4924
10616,126,1352,2055,89,2452,82,4241,922,4923
10617,126,1356,2085,90,2500,83,4299,932,4975
10618,127,1361,2085,89,2505,81,4305,927,4977
10619,127,1354,2071,90,2486,83,4292,924,4955
10620,127,1362,2091,90,2502,83,4323,932,5000
10621,126,1361,2083,90,2506,84,4280,928,4968
10622,126,1364,2090,89,2510,85,4312,938,4972
10623,126,1367,2107,90,2533,84,4329,945,4999
10624,125,1365,2088,89,2532,83,4309,935,4983
10625,133,1367,2106,90,2550,83,4350,937,4996
10626,133,1346,2097,87,2511,82,4292,931,4925
10627,132,1346,2097,87,2509,82,4289,926,4926
10628,131,1343,2094,87,2509,82,4291,928,4917
10629,131,1348,2087,87,2502,82,4299,924,4925
10630,131,1343,2087,86,2509,83,4295,924,4940
10631,132,1351,2091,87,2517,83,4297,916,4931
10632,132,1339,2078,88,2501,82,4274,915,4906
10633,132,1348,2103,87,2506,82,4281,910,4920
10634,130,1336,2083,87,2473,81,4233,910,4889
10635,129,1332,2070,86,2466,81,4207,909,4863
10636,130,1334,2081,86,2479,81,4222,911,4876
10637,129,1334,2080,87,2471,81,4206,910,4868
10638,128,1327,2056,85,2465,80,4191,911,4836
10639,128,1325,2057,85,2462,81,4192,908,4833
10640,127,1324,2055,85,2443,81,4173,903,4792
10641,128,1321,2064,86,2452,80,4184,905,4804
10642,128,1321,2057,85,2442,80,4161,907,4783
10643,128,1310,2034,85,2418,83,4143,902,4746
10644,128,1316,2038,83,2432,83,4140,901,4764
10645,128,1316,2056,85,2430,82,4153,907,4784
10646,130,1329,2067,85,2461,83,4175,905,4796
10647,132,1336,2080,85,2515,84,4195,908,4810
10648,131,1336,2080,84,2510,84,4193,907,4811
10649,131,1339,2094,85,2528,84,4210,909,4831
10650,130,1339,2100,85,2524,84,4194,908,4823
10651,130,1343,2086,85,2518,84,4191,904,4812
10652,131,1330,2074,85,2509,83,4162,902,4789
10653,131,1336,2084,85,2508,83,4163,907,4792
10654,131,1345,2102,85,2532,83,4208,901,4811
10655,131,1320,2084,85,2507,82,4161,896,4726
10656,122,1275,2048,81,2442,81,4068,870,4579
10657,122,1284,2069,82,2444,82,4093,872,4599
10658,121,1283,2069,86,2452,82,4096,874,4590
10659,125,1280,2065,86,2455,81,4112,871,4598
10660,126,1292,2071,86,2485,81,4123,876,4595
10661,125,1287,2070,87,2482,80,4118,866,4571
10662,125,1288,2067,89,2483,78,4132,875,4566
10663,122,1268,2046,87,2468,78,4066,863,4483
10664,126,1270,2069,86,2483,78,4077,861,4499
10665,126,1274,2075,87,2507,78,4080,867,4509
10666,124,1264,2061,87,2491,77,4050,853,4482
10667,125,1263,2051,87,2481,77,4029,853,4464
10668,124,1229,1987,85,2425,75,3938,836,4318
10669,120,1234,2006,86,2426,74,3958,830,4317
10670,122,1240,2011,85,2459,75,3964,832,4307
10671,121,1239,2020,86,2449,74,3966,832,4315
10672,122,1240,2024,86,2448,74,3976,829,4324
10673,122,1237,2002,86,2430,74,3953,820,4284
10674,120,1224,1997,86,2415,74,3923,823,4239
10675,119,1228,1999,85,2419,74,3924,822,4248
10676,119,1230,2016,85,2414,75,3939,821,4241
10677,118,1234,2016,86,2446,76,3941,820,4260
10678,118,1223,2004,85,2418,74,3911,818,4227
10679,118,1239,2031,85,2467,77,3982,823,4234
10680,116,1225,2021,86,2442,74,3979,818,4181
10681,117,1228,2027,87,2463,74,4000,815,4195
10682,117,1218,2014,87,2441,74,3964,806,4168
10683,118,1207,1995,87,2430,74,3937,804,4135
10684,118,1205,1995,87,2431,76,3954,800,4134
10685,117,1194,2000,87,2424,75,3932,794,4097
10686,118,1178,1971,85,2376,74,3854,783,4063
10687,117,1170,1960,85,2382,74,3835,773,4022
10688,106,1107,1890,83,2279,71,3666,729,3741
10689,102,1093,1865,83,2231,71,3617,726,3662
10690,101,1099,1848,82,2235,68,3645,715,3631
10691,100,1106,1857,83,2216,66,3641,721,3639
10692,102,1111,1870,83,2229,65,3641,716,3641
10693,102,1110,1876,82,2218,66,3640,717,3650
10694,102,1098,1846,82,2197,66,3590,709,3603
10695,101,1107,1868,82,2192,66,3601,710,3622
10696,101,1103,1852,82,2192,66,3603,709,3617
10697,99,1108,1861,81,2174,65,3569,712,3603
10698,102,1117,1860,82,2183,68,3597,721,3620
10699,99,1099,1833,83,2157,66,3553,702,3496
10700,100,1094,1828,82,2136,67,3520,701,3474
10701,97,1087,1832,82,2142,67,3521,702,3442
10702,98,1090,1818,81,2128,67,3508,697,3450
10703,95,1083,1809,82,2112,67,3444,700,3429
10704,96,1080,1794,82,2097,67,3423,690,3407
10705,93,1081,1788,82,2081,67,3417,691,3403
10706,92,1081,1810,82,2095,67,3440,693,3424
10707,91,1071,1774,79,2062,67,3394,688,3347
10708,91,1039,1726,81,1990,65,3270,663,3163
10709,91,1033,1721,80,1996,65,3254,663,3161
10710,91,1038,1731,80,1995,65,3273,668,3161
10711,91,1041,1731,80,1992,65,3280,671,3163
10712,91,1038,1740,81,1979,66,3261,671,3173
10713,91,1041,1741,82,1974,66,3263,675,3180
10714,91,1036,1727,82,1965,65,3250,673,3176
10715,91,1040,1723,81,1959,65,3243,670,3178
10716,91,1037,1721,80,1961,66,3231,667,3153
10717,88,999,1669,78,1890,62,3116,651,3088
10718,88,991,1647,79,1834,60,3056,652,3058
10719,87,969,1631,78,1826,59,3041,643,3011
10720,88,985,1635,79,1835,59,3063,647,3015
10721,87,977,1632,79,1831,59,3054,645,3031
10722,87,980,1632,77,1828,59,3056,644,3024
10723,87,978,1622,79,1820,59,3050,646,3027
10724,88,981,1629,78,1835,59,3047,652,3007
10725,87,971,1624,78,1800,58,3012,642,2991
10726,87,960,1620,77,1800,58,2995,641,2999
10727,88,942,1576,73,1752,56,2925,637,2962
10728,87,939,1562,72,1739,54,2907,634,2920
10729,86,937,1551,72,1739,54,2906,637,2922
10730,87,950,1576,74,1760,55,2922,646,2961
10731,88,950,1575,75,1732,56,2903,635,2959
10732,89,953,1571,73,1741,56,2921,637,2995
10733,88,958,1588,75,1753,56,2943,645,3017
10734,89,967,1598,74,1766,56,2942,642,3019
10735,93,1050,1725,79,1883,63,3131,684,3265
10736,92,1036,1715,80,1882,63,3129,682,3219
10737,92,1034,1712,79,1877,64,3109,682,3224
10738,90,1036,1714,80,1876,64,3120,680,3220
10739,87,1004,1684,78,1829,61,3015,663,3121
10740,87,1011,1685,77,1819,62,3029,661,3130
10741,86,995,1659,76,1803,62,3005,663,3084
10742,87,998,1679,75,1810,62,3013,661,3100
10743,85,985,1666,75,1779,62,2977,652,3064
10744,80,943,1598,72,1719,61,2872,633,2938
10745,67,834,1437,67,1523,55,2570,556,2597
10746,73,863,1482,66,1585,58,2642,574,2719
10747,72,878,1484,67,1595,57,2670,581,2762
10748,71,873,1473,66,1587,55,2660,577,2748
10749,71,883,1479,67,1586,55,2675,579,2733
10750,70,873,1477,64,1577,54,2648,568,2714
10751,71,877,1470,65,1564,54,2637,572,2714
10752,71,881,1487,65,1568,55,2639,573,2727
10753,71,879,1487,65,1578,54,2653,572,2733
10754,72,877,1484,65,1570,56,2647,574,2724
10755,76,907,1501,69,1611,59,2705,587,2803
10756,67,819,1386,65,1481,59,2475,525,2494
10757,78,893,1487,71,1635,60,2705,562,2746
10758,78,888,1487,71,1642,61,2709,562,2739
10759,81,890,1480,72,1647,61,2715,558,2746
10760,81,891,1484,72,1629,61,2698,554,2752
10761,81,879,1475,72,1619,59,2661,554,2718
10762,79,873,1468,71,1598,60,2640,550,2703
10763,79,871,1456,72,1598,61,2642,553,2691
10764,77,830,1410,68,1524,61,2534,525,2576
10765,76,821,1403,68,1530,61,2528,516,2550
10766,71,735,1244,62,1389,55,2263,469,2273
10767,69,732,1242,60,1378,55,2265,468,2283
10768,69,741,1247,59,1376,57,2279,474,2290
10769,70,736,1239,62,1367,57,2267,473,2284
10770,70,732,1242,62,1367,56,2260,469,2256
10771,70,733,1228,61,1381,57,2255,474,2275
10772,70,739,1241,62,1381,57,2263,472,2281
10773,74,735,1244,62,1421,58,2290,475,2318
10774,71,745,1252,63,1423,59,2294,477,2323
10775,75,758,1279,65,1467,59,2338,484,2388
10776,76,763,1289,65,1474,59,2351,487,2425
10777,74,746,1277,64,1460,58,2337,483,2410
10778,74,750,1283,65,1471,59,2349,486,2398
10779,74,751,1275,65,1466,59,2336,482,2404
10780,72,753,1275,64,1468,59,2339,485,2402
10781,74,752,1285,66,1471,59,2338,489,2407
10782,73,749,1274,64,1454,59,2326,480,2376
10783,74,747,1272,63,1472,60,2343,476,2378
10784,71,735,1257,61,1453,59,2297,476,2324
10785,70,723,1238,62,1435,60,2277,472,2298
10786,72,719,1246,62,1427,61,2274,474,2307
10787,72,722,1244,64,1430,59,2277,478,2318
10788,71,712,1225,61,1408,59,2247,472,2291
10789,71,720,1230,62,1408,58,2256,474,2280
10790,72,707,1220,62,1395,58,2247,465,2275
10791,71,711,1220,63,1412,60,2254,468,2279
10792,70,699,1217,64,1390,58,2249,468,2265
10793,72,711,1212,62,1400,60,2237,460,2283
10794,73,714,1204,63,1403,60,2246,465,2274
10795,73,721,1206,62,1401,60,2258,473,2303
10796,72,723,1219,65,1411,60,2261,478,2314
10797,72,723,1227,65,1423,58,2258,471,2292
10798,74,719,1233,65,1440,60,2276,477,2315
10799,73,728,1239,66,1448,60,2267,477,2324
10800,72,715,1225,64,1456,60,2243,477,2304
10801,73,721,1231,63,1466,60,2249,478,2317
10802,73,716,1225,62,1460,60,2231,476,2321
10803,74,716,1224,62,1464,60,2230,483,2314
10804,73,713,1232,61,1448,60,2206,477,2301
10805,71,725,1236,62,1440,62,2222,480,2319
10806,71,722,1233,62,1429,62,2211,474,2311
10807,71,713,1231,61,1418,62,2195,479,2302
10808,70,711,1222,59,1419,62,2196,481,2290
10809,69,710,1210,57,1413,61,2178,475,2280
10810,69,704,1202,58,1407,61,2163,476,2260
10811,71,702,1207,57,1418,61,2185,472,2254
10812,70,709,1200,57,1413,60,2178,475,2251
10813,71,713,1218,58,1428,62,2192,478,2272
10814,73,709,1222,57,1429,62,2187,480,2276
10815,72,708,1220,57,1430,62,2197,472,2273
10816,72,706,1216,54,1425,61,2182,471,2267
10817,78,728,1253,56,1487,63,2254,488,2331
10818,78,731,1254,56,1492,63,2272,484,2332
10819,77,735,1262,56,1490,63,2273,489,2330
10820,80,736,1263,56,1500,63,2284,488,2348
10821,79,736,1259,55,1479,63,2257,481,2321
10822,78,733,1252,54,1463,63,2252,481,2295
10823,78,722,1241,54,1461,63,2229,481,2294
10824,79,725,1241,54,1443,63,2230,479,2290
10825,78,725,1240,54,1449,62,2232,476,2278
10826,77,701,1193,52,1388,61,2164,457,2204
10827,77,709,1202,53,1402,61,2172,462,2230
10828,77,693,1189,53,1396,61,2168,463,2206
10829,77,688,1184,53,1391,60,2147,456,2204
10830,78,688,1181,53,1383,61,2149,457,2199
10831,76,687,1180,53,1376,61,2154,456,2205
10832,77,681,1193,53,1386,61,2169,455,2197
10833,77,687,1194,53,1397,61,2168,454,2202
10834,79,685,1192,52,1404,59,2168,457,2207
10835,78,683,1197,53,1410,61,2181,456,2230
10836,77,686,1199,53,1398,63,2181,461,2211
10837,78,694,1213,53,1416,65,2184,460,2221
10838,77,690,1203,53,1413,65,2178,454,2214
10839,76,691,1205,53,1403,65,2140,461,2202
10840,76,687,1202,53,1396,65,2154,460,2211
10841,75,696,1207,53,1398,63,2155,462,2214
10842,76,690,1201,53,1398,64,2155,460,2215
10843,75,687,1191,53,1384,62,2135,451,2194
10844,75,684,1187,52,1376,61,2131,451,2188
10845,77,684,1187,52,1374,62,2132,453,2176
10846,76,675,1175,52,1371,62,2117,453,2176
10847,79,686,1186,52,1386,63,2130,458,2196
10848,79,687,1182,54,1400,63,2136,459,2186
10849,84,711,1236,58,1421,66,2185,479,2240
10850,83,715,1234,58,1435,65,2180,475,2245
10851,83,727,1263,59,1447,66,2209,484,2273
10852,83,726,1267,59,1453,66,2209,486,2267
10853,85,733,1272,59,1452,66,2225,492,2285
10854,84,727,1262,59,1448,66,2219,482,2264
10855,83,727,1261,58,1442,65,2213,485,2265
10856,83,713,1225,59,1400,62,2177,478,2221
10857,84,716,1227,59,1407,63,2189,477,2217
10858,79,687,1174,58,1363,59,2102,452,2117
10859,79,691,1203,59,1389,59,2133,450,2131
10860,78,688,1186,59,1371,61,2093,442,2087
10861,77,695,1198,61,1380,60,2102,443,2120
10862,77,694,1196,60,1370,60,2084,441,2079
10863,80,700,1224,60,1384,67,2119,448,2123
10864,79,702,1223,59,1381,65,2114,451,2110
10865,79,701,1217,60,1377,65,2101,452,2099
10866,78,692,1194,61,1361,65,2071,446,2070
10867,78,694,1209,61,1355,64,2067,446,2070
10868,77,672,1180,60,1295,64,1998,427,1980
10869,76,675,1179,61,1313,64,1995,423,1976
10870,75,661,1159,61,1300,63,1960,412,1931
10871,75,658,1150,61,1286,64,1955,405,1914
10872,74,651,1149,61,1278,61,1919,403,1886
10873,72,617,1127,57,1237,59,1853,395,1781
10874,73,628,1136,57,1243,58,1853,399,1793
10875,73,625,1133,56,1241,59,1851,395,1793
10876,80,657,1199,59,1349,66,1949,419,1905
10877,87,670,1230,59,1399,66,2012,426,1936
10878,87,661,1213,58,1375,67,1987,421,1914
10879,87,668,1224,59,1393,68,2010,426,1928
10880,86,674,1232,59,1394,69,1986,431,1923
10881,84,671,1228,59,1391,69,2000,431,1912
10882,87,687,1261,62,1435,69,2036,437,1955
10883,87,686,1251,62,1431,69,2022,438,1936
10884,85,680,1240,62,1427,69,2013,437,1927
10885,86,674,1238,63,1418,69,2011,433,1912
10886,80,577,1101,54,1229,65,1754,377,1614
10887,85,584,1119,56,1240,65,1787,376,1637
10888,85,573,1100,54,1232,63,1739,373,1593
10889,82,574,1116,54,1230,64,1755,373,1597
10890,82,567,1111,55,1232,64,1749,378,1589
10891,80,542,1068,55,1180,62,1690,364,1499
10892,80,542,1067,55,1183,62,1674,362,1497
10893,79,539,1057,55,1167,61,1662,365,1489
10894,80,540,1062,53,1163,61,1662,361,1490
10895,81,543,1061,52,1170,59,1656,360,1486
10896,79,524,1036,51,1148,58,1602,354,1401
10897,76,509,1038,51,1141,58,1573,355,1380
10898,76,510,1032,51,1131,57,1568,356,1380
10899,76,504,1026,51,1122,57,1558,352,1376
10900,76,508,1036,51,1133,56,1560,358,1387
10901,76,507,1036,50,1137,57,1562,358,1380
10902,76,505,1038,51,1134,57,1556,357,1386
10903,75,502,1019,51,1122,55,1549,352,1362
10904,74,501,1027,52,1127,54,1553,360,1378
10905,72,490,1020,51,1100,55,1484,348,1338
10906,70,490,1015,51,1096,55,1449,350,1343
10907,70,491,1014,50,1090,56,1451,347,1347
10908,73,506,1041,51,1120,57,1479,352,1375
10909,73,508,1050,51,1116,58,1468,353,1382
10910,73,507,1047,51,1088,55,1444,353,1368
10911,71,504,1039,51,1082,58,1442,350,1351
10912,72,499,1033,51,1082,58,1433,348,1360
10913,73,500,1047,50,1091,58,1417,350,1372
10914,73,500,1036,51,1084,59,1433,344,1375
10915,74,500,1046,51,1082,60,1437,350,1373
10916,74,503,1049,50,1078,60,1442,349,1362
10917,74,499,1036,51,1069,60,1401,346,1311
10918,74,499,1048,51,1069,60,1413,350,1322
10919,74,501,1052,50,1068,60,1408,350,1330
10920,74,490,1034,49,1053,60,1377,345,1307
10921,74,489,1026,49,1054,60,1368,343,1308
10922,72,481,1020,49,1037,57,1334,343,1284
10923,72,480,1021,49,1034,57,1329,337,1289
10924,70,471,1022,48,1039,57,1315,335,1265
10925,70,474,1023,50,1036,57,1328,335,1268
10926,70,475,1026,50,1015,57,1328,337,1263
10927,70,468,1028,50,1008,57,1313,333,1272
10928,70,475,1033,50,1021,57,1323,337,1283
10929,69,475,1030,50,1011,57,1315,336,1276
10930,69,473,1028,51,1008,57,1318,338,1281
10931,69,477,1028,53,1017,57,1326,338,1286
10932,69,482,1035,54,1018,57,1346,336,1291
10933,69,477,1025,53,999,57,1336,332,1263
10934,68,479,1037,56,998,57,1328,337,1272
10935,68,484,1035,56,1005,57,1325,338,1270
10936,67,481,1034,56,996,57,1323,333,1265
10937,66,485,1041,56,999,57,1327,336,1279
10938,66,483,1031,56,997,57,1322,336,1274
10939,66,482,1040,56,989,57,1323,331,1283
10940,66,492,1057,58,1018,57,1373,350,1339
10941,66,496,1067,57,1024,57,1379,354,1339
10942,66,506,1075,58,1039,59,1385,356,1352
10943,65,525,1088,57,1061,60,1427,361,1406
10944,65,525,1089,58,1064,60,1442,365,1421
10945,65,526,1095,58,1050,60,1419,369,1431
10946,66,536,1096,57,1060,62,1424,368,1448
10947,66,537,1103,58,1056,63,1433,376,1467
10948,65,544,1103,58,1051,63,1433,376,1450
10949,63,543,1100,58,1046,62,1438,384,1457
10950,64,542,1091,58,1045,62,1425,380,1452
10951,65,542,1090,59,1050,62,1433,385,1467
10952,73,586,1123,65,1096,64,1542,404,1604
10953,74,600,1135,67,1111,63,1556,408,1627
10954,74,593,1135,67,1112,63,1560,408,1630
10955,74,590,1134,66,1117,63,1556,410,1630
10956,74,598,1134,67,1117,63,1558,411,1638
10957,73,597,1135,68,1115,63,1554,412,1633
10958,73,601,1128,67,1113,62,1548,414,1628
10959,73,601,1135,67,1116,63,1548,416,1647
10960,75,614,1160,66,1151,62,1602,422,1699
10961,75,605,1144,70,1125,60,1584,413,1692
10962,74,607,1144,70,1115,60,1584,413,1688
10963,74,607,1140,70,1119,59,1587,416,1700
10964,74,609,1144,69,1117,60,1586,419,1708
10965,73,615,1145,73,1125,60,1605,423,1728
10966,73,614,1143,71,1126,60,1608,422,1729
10967,73,623,1167,73,1139,61,1615,423,1747
10968,73,624,1165,73,1133,61,1614,425,1745
10969,70,623,1149,72,1117,61,1601,418,1728
10970,69,629,1159,73,1127,61,1628,421,1753
10971,69,628,1161,70,1128,61,1628,421,1771
10972,69,635,1181,75,1141,61,1641,436,1794
10973,73,678,1230,81,1202,66,1734,458,1939
10974,72,671,1215,81,1191,66,1719,455,1933
10975,73,669,1233,82,1220,66,1751,459,1975
10976,73,680,1241,81,1220,66,1759,465,1979
10977,74,688,1246,82,1223,66,1763,470,1984
10978,75,692,1240,83,1217,66,1769,474,1996
10979,74,684,1236,81,1207,66,1755,460,1989
10980,74,678,1225,81,1205,66,1751,455,1981
10981,74,672,1218,80,1206,66,1748,456,1985
10982,72,665,1214,81,1196,66,1731,455,1980
10983,73,669,1217,80,1190,66,1738,465,1988
10984,73,670,1216,79,1195,65,1730,464,1978
10985,73,684,1256,82,1229,68,1793,475,2036
10986,72,685,1251,82,1234,69,1785,474,2053
10987,78,703,1275,82,1267,71,1834,492,2127
10988,78,710,1283,83,1268,71,1837,490,2137
10989,78,708,1287,85,1262,71,1845,497,2143
10990,79,713,1280,85,1259,71,1830,493,2149
10991,79,714,1283,84,1254,71,1832,499,2157
10992,78,720,1286,86,1272,71,1850,507,2196
10993,78,716,1288,87,1276,71,1849,500,2196
10994,77,727,1303,88,1301,73,1887,513,2247
10995,77,727,1298,89,1306,72,1892,509,2249
10996,77,729,1293,87,1297,72,1881,515,2243
10997,78,733,1303,88,1321,74,1889,519,2275
10998,80,735,1306,86,1320,73,1889,523,2291
10999,81,742,1317,87,1322,72,1908,524,2315
11000,80,743,1308,89,1315,74,1900,524,2304
11001,78,735,1300,84,1314,74,1889,521,2304
11002,78,735,1305,87,1319,74,1886,524,2307
11003,77,730,1284,86,1297,74,1865,506,2278
11004,76,733,1291,88,1302,74,1873,506,2272
11005,77,733,1295,85,1311,74,1884,524,2289
11006,78,735,1295,87,1308,74,1895,528,2309
11007,78,746,1308,85,1316,74,1905,528,2336
11008,76,748,1298,87,1306,74,1914,526,2325
11009,78,754,1324,88,1318,73,1914,537,2365
11010,78,748,1309,85,1314,74,1915,529,2341
11011,76,753,1317,86,1309,74,1910,533,2349
11012,77,761,1321,88,1321,71,1914,538,2356
11013,79,772,1353,91,1364,74,1976,547,2433
11014,79,788,1395,92,1371,77,2010,555,2475
11015,79,787,1392,93,1374,76,2011,559,2465
11016,79,800,1406,96,1381,74,2020,561,2482
11017,79,803,1416,97,1382,75,2027,566,2486
11018,79,807,1413,95,1376,77,2020,567,2494
11019,78,806,1398,97,1393,76,2029,566,2496
11020,78,806,1385,94,1382,74,2018,562,2478
11021,77,817,1411,97,1419,76,2053,575,2548
11022,77,797,1391,97,1390,75,2020,570,2534
11023,75,804,1383,94,1389,75,2013,558,2534
11024,74,802,1401,96,1392,76,2024,559,2538
11025,75,805,1397,96,1395,76,2008,561,2551
